pclass,survived,sex,age,fare,embarked
1,1,female,35,53,S
1,0,male,47,38,S
1,1,female,35,212,C
1,1,female,22,59,C
1,1,female,45,59,C
1,0,male,24,79,C
1,1,male,49,89,C
1,1,female,39,89,C
1,0,male,71,35,C
1,1,male,53,28,C
1,1,female,19,30,S
1,0,male,38,153,S
1,1,female,58,153,S
1,1,male,23,63,C
1,1,female,45,63,C
1,0,male,46,79,C
1,1,male,25,55,C
1,1,female,25,55,C
1,1,male,48,77,C
1,1,female,49,77,C
1,0,male,39,42,S
1,0,male,45,83,S
1,1,female,35,83,S
1,0,male,40,0,S
1,1,male,27,77,C
1,1,male,39,30,S
1,1,female,24,83,C
1,0,male,55,94,S
1,1,female,52,94,S
1,0,male,42,42,S
1,0,male,39,52,S
1,0,male,55,50,S
1,1,female,16,58,C
1,1,female,44,58,C
1,1,female,51,78,S
1,0,male,42,52,S
1,1,female,35,52,S
1,1,male,35,27,C
1,1,male,38,90,S
1,0,male,39,31,C
1,1,female,35,90,S
1,0,female,50,29,C
1,1,male,49,0,S
1,0,male,46,26,S
1,0,male,50,26,S
1,0,male,32,212,C
1,0,male,58,30,C
1,0,male,41,52,S
1,1,female,39,52,S
1,1,male,42,53,S
1,1,female,45,53,S
1,1,female,39,211,S
1,1,female,49,26,S
1,1,female,30,106,C
1,1,male,35,512,C
1,0,male,39,28,C
1,1,female,55,28,C
1,1,female,16,39,S
1,1,female,51,39,S
1,0,male,29,30,S
1,1,female,21,78,S
1,0,male,30,46,S
1,1,female,58,147,C
1,1,female,15,211,S
1,0,male,30,26,S
1,1,female,16,86,S
1,1,male,39,30,C
1,0,male,19,53,S
1,1,female,18,53,S
1,1,female,24,50,C
1,0,male,46,75,C
1,0,male,54,52,S
1,1,male,36,26,S
1,0,male,28,82,C
1,1,female,39,82,C
1,0,male,65,27,S
1,0,male,44,90,Q
1,1,female,33,90,Q
1,1,female,37,90,Q
1,1,male,30,58,C
1,0,male,55,30,S
1,0,male,47,42,S
1,0,male,37,30,C
1,1,female,31,113,C
1,1,female,23,113,C
1,0,male,58,113,C
1,1,female,19,26,S
1,0,male,64,26,S
1,1,female,39,109,C
1,1,male,39,26,C
1,1,female,22,62,C
1,0,male,65,62,C
1,0,male,28,28,C
1,0,male,46,28,S
1,0,male,23,94,S
1,0,male,29,67,S
1,1,female,22,67,S
1,0,male,18,109,C
1,1,female,17,109,C
1,1,female,30,94,S
1,1,male,52,30,S
1,0,male,47,52,S
1,1,female,56,83,C
1,0,male,38,0,S
1,1,male,39,40,S
1,0,male,22,136,C
1,0,male,39,228,C
1,1,female,43,211,S
1,0,male,31,50,S
1,1,male,45,27,S
1,0,male,39,50,S
1,1,female,33,28,C
1,0,male,36,40,C
1,1,female,33,86,S
1,0,male,55,59,C
1,1,female,54,59,C
1,0,male,33,27,S
1,1,male,13,262,C
1,1,female,18,262,C
1,1,female,21,262,C
1,0,male,61,262,C
1,1,female,48,262,C
1,1,male,39,30,S
1,1,male,39,26,S
1,1,female,35,58,C
1,1,female,30,31,C
1,1,male,34,27,S
1,1,female,40,153,S
1,1,male,35,26,S
1,0,male,50,56,S
1,1,female,39,56,S
1,1,male,56,36,C
1,1,male,28,36,S
1,0,male,56,27,S
1,0,male,56,31,C
1,0,male,24,60,S
1,0,male,39,26,S
1,1,female,18,60,S
1,1,male,24,82,S
1,1,female,23,82,S
1,1,male,6,134,C
1,1,male,45,134,C
1,1,female,40,134,C
1,0,male,57,147,C
1,1,female,39,147,C
1,1,male,32,30,C
1,0,male,62,27,S
1,1,male,54,55,C
1,1,female,43,55,C
1,1,female,52,78,C
1,0,male,67,222,S
1,0,female,63,222,S
1,0,male,61,32,S
1,1,female,48,26,S
1,1,female,18,80,S
1,0,male,52,80,S
1,1,female,39,80,S
1,1,male,48,52,S
1,1,female,39,52,S
1,0,male,49,111,C
1,1,male,17,111,C
1,1,female,39,111,C
1,1,female,39,79,C
1,1,male,31,29,C
1,0,male,40,28,C
1,0,male,61,34,S
1,0,male,47,34,S
1,1,female,35,512,C
1,0,male,64,75,C
1,1,female,60,75,C
1,0,male,60,27,S
1,0,male,54,77,S
1,0,male,21,77,S
1,1,female,55,136,C
1,1,female,31,165,S
1,0,male,57,165,S
1,1,female,45,165,S
1,0,male,50,212,C
1,0,male,27,212,C
1,1,female,50,212,C
1,1,female,21,27,S
1,0,male,51,61,C
1,1,male,21,61,C
1,0,male,39,35,S
1,1,female,31,134,C
1,1,male,39,36,S
1,1,female,36,136,C
2,0,male,30,24,C
2,1,female,28,24,C
2,0,male,30,13,S
2,0,male,18,12,S
2,0,male,25,10,S
2,0,male,34,26,S
2,1,female,36,26,S
2,0,male,57,13,S
2,0,male,23,10,S
2,1,female,36,13,S
2,0,male,28,10,S
2,0,male,51,13,S
2,1,male,32,26,S
2,1,female,19,26,S
2,0,male,28,26,S
2,1,male,1,39,S
2,1,female,4,39,S
2,1,female,12,39,S
2,1,female,36,39,S
2,1,male,34,13,S
2,1,female,19,13,S
2,0,male,23,13,S
2,0,male,26,13,S
2,0,male,42,13,S
2,0,male,27,13,S
2,1,female,24,13,S
2,1,female,15,39,S
2,0,male,60,39,S
2,1,female,40,39,S
2,1,female,20,26,S
2,0,male,25,26,S
2,0,male,25,13,S
2,1,female,42,13,S
2,1,male,1,29,S
2,1,male,26,29,S
2,1,female,22,29,S
2,1,female,35,21,S
2,0,male,30,0,S
2,0,male,19,13,S
2,0,female,44,26,S
2,0,male,54,26,S
2,0,male,52,14,S
2,0,male,37,26,S
2,0,female,29,26,S
2,1,female,25,30,S
2,1,female,45,30,S
2,0,male,29,26,S
2,1,female,28,26,S
2,0,male,29,10,S
2,0,male,28,13,S
2,1,male,24,10,S
2,1,female,8,26,S
2,0,male,31,26,S
2,1,female,31,26,S
2,1,female,22,10,S
2,0,female,30,13,S
2,0,female,30,21,S
2,0,male,21,12,S
2,1,male,8,37,S
2,0,male,18,74,S
2,1,female,48,37,S
2,1,female,28,13,S
2,0,male,32,13,S
2,0,male,17,74,S
2,0,male,29,28,C
2,1,female,24,28,C
2,0,male,25,32,S
2,1,female,18,23,S
2,1,female,34,23,S
2,1,male,8,32,S
2,0,male,42,32,S
2,1,female,34,32,S
2,1,female,27,14,C
2,1,female,30,14,C
2,0,male,21,13,S
2,0,male,18,13,S
2,0,male,40,26,S
2,1,female,29,26,S
2,0,male,18,10,S
2,0,male,36,13,S
2,0,female,38,13,S
2,0,male,35,26,S
2,0,male,38,21,S
2,0,male,34,21,S
2,1,female,34,13,S
2,0,male,16,26,S
2,0,male,26,10,S
2,0,male,47,10,S
2,0,male,24,14,S
2,0,male,24,13,S
2,0,male,34,13,S
2,0,male,52,13,S
2,1,male,1,14,S
2,1,female,24,14,S
2,0,male,44,13,S
2,1,female,6,33,S
2,0,male,28,33,S
2,1,male,62,10,S
2,0,male,30,10,S
2,1,female,7,26,S
2,0,male,43,26,S
2,1,female,45,26,S
2,1,female,24,65,S
2,0,male,49,65,S
2,1,female,48,65,S
2,1,female,55,16,S
2,0,male,24,74,S
2,0,male,32,74,S
2,0,male,21,74,S
2,0,female,18,13,S
2,1,female,20,23,S
2,0,male,23,12,S
2,1,female,54,23,S
2,0,male,50,13,S
2,0,male,44,26,S
2,1,male,42,13,S
2,0,male,63,26,S
2,0,female,60,26,S
2,0,male,33,12,S
2,1,female,17,10,S
2,0,male,42,27,S
2,1,female,24,27,S
2,0,male,47,15,S
2,0,male,24,32,S
2,0,male,22,32,S
2,0,male,32,10,S
2,1,female,23,14,C
2,1,female,24,26,S
2,0,female,22,21,S
2,1,female,30,12,Q
2,0,male,35,12,Q
2,1,female,45,14,S
2,0,male,57,12,Q
2,0,male,31,10,S
2,0,female,26,26,S
2,0,male,30,26,S
2,0,male,30,11,Q
2,1,female,1,42,C
2,1,female,3,42,C
2,0,male,25,42,C
2,1,female,22,42,C
2,1,female,17,12,C
2,1,female,30,33,S
2,1,female,34,10,S
2,0,male,36,13,C
2,0,male,24,10,S
2,0,male,61,12,Q
2,0,male,50,26,S
2,1,female,42,26,S
2,0,female,57,10,S
2,0,male,30,15,C
2,1,male,1,37,C
2,0,male,31,37,C
2,1,female,24,37,C
2,0,male,30,16,C
2,0,male,40,16,S
2,0,male,32,14,S
2,0,male,46,26,S
2,1,female,13,20,S
2,1,female,41,20,S
2,1,male,19,10,S
2,0,male,39,13,S
2,0,male,48,13,S
2,0,male,70,10,S
2,0,male,54,14,S
2,0,male,39,26,S
2,0,male,16,10,S
2,0,male,62,10,Q
2,0,male,32,30,C
2,1,female,14,30,C
2,1,male,2,26,S
2,1,male,3,26,S
2,0,male,36,26,S
2,0,male,19,37,S
2,0,male,28,14,S
2,1,male,20,14,C
2,1,female,29,10,S
2,1,male,22,10,S
2,1,male,30,14,C
2,1,male,29,14,C
2,1,female,50,26,S
2,0,male,19,10,S
2,0,male,30,15,C
2,0,male,41,13,S
2,1,female,21,21,S
2,0,male,43,21,S
2,1,female,32,13,S
2,1,male,30,13,C
2,0,male,27,15,C
2,1,female,2,26,S
2,1,female,8,26,S
2,1,female,33,26,S
2,0,male,36,10,S
2,1,female,30,21,S
2,0,male,23,15,C
2,1,male,1,19,S
2,1,male,3,19,S
2,1,female,24,19,S
2,1,female,50,10,S
2,1,female,21,10,S
2,0,male,27,26,S
2,1,female,25,26,S
2,1,female,18,13,S
2,1,female,20,37,S
2,1,female,30,13,S
2,0,male,59,14,S
2,1,female,30,12,Q
2,0,male,35,10,S
2,1,female,40,13,S
2,0,male,41,15,C
2,0,male,18,13,S
2,0,male,14,65,S
2,1,female,28,13,S
2,1,female,27,10,S
2,0,male,29,21,S
2,0,female,27,21,S
2,0,male,40,13,S
2,1,female,31,21,S
2,0,male,30,21,S
2,1,female,12,16,S
2,1,female,40,16,S
2,1,female,32,13,S
2,1,male,2,23,S
2,1,female,4,23,S
2,1,female,29,23,S
2,1,female,1,28,S
2,1,female,5,28,S
2,0,male,36,28,S
2,1,female,33,28,S
2,0,male,66,10,S
2,0,male,30,13,S
2,1,male,31,13,S
2,1,male,30,13,S
2,1,female,26,14,S
2,0,female,24,13,S
3,0,male,42,8,S
3,0,male,13,20,S
3,0,male,16,20,S
3,1,female,35,20,S
3,1,female,16,8,S
3,1,male,25,8,S
3,1,male,20,8,S
3,1,female,18,7,C
3,0,male,30,7,S
3,0,male,26,8,S
3,0,female,40,9,S
3,1,male,1,9,S
3,1,female,18,9,S
3,1,male,26,19,C
3,0,male,26,8,S
3,0,male,20,8,S
3,0,male,24,7,S
3,0,male,25,7,S
3,0,male,35,8,S
3,0,male,18,8,S
3,0,male,32,23,S
3,1,female,19,8,S
3,0,male,4,31,S
3,0,female,6,31,S
3,0,female,2,31,S
3,1,female,17,8,S
3,0,female,38,8,S
3,0,female,9,31,S
3,0,female,11,31,S
3,0,male,39,31,S
3,1,male,27,8,S
3,0,male,26,8,S
3,0,female,39,31,S
3,0,male,20,8,S
3,0,male,26,8,S
3,0,male,25,18,S
3,0,female,18,18,S
3,0,male,24,8,S
3,0,male,35,7,S
3,0,male,5,31,S
3,0,male,9,31,S
3,1,male,3,31,S
3,0,male,13,31,S
3,1,female,5,31,S
3,0,male,40,31,S
3,1,male,23,8,S
3,1,female,38,31,S
3,1,female,45,7,C
3,0,male,21,7,C
3,0,male,23,7,S
3,0,female,17,14,C
3,0,male,30,7,C
3,0,male,23,8,S
3,1,female,13,7,C
3,0,male,20,7,C
3,0,male,32,16,S
3,1,female,33,16,S
3,1,female,1,19,C
3,1,female,5,19,C
3,1,female,24,19,C
3,1,female,18,8,S
3,0,male,40,7,C
3,1,male,20,7,C
3,0,female,18,14,C
3,0,female,45,14,C
3,0,female,27,8,Q
3,0,male,22,8,S
3,0,male,19,8,S
3,0,male,22,9,S
3,0,male,25,7,C
3,0,male,20,4,C
3,1,male,32,56,S
3,0,male,21,8,S
3,0,male,18,8,S
3,0,male,6,15,C
3,0,female,9,15,C
3,0,male,25,7,C
3,0,female,25,15,C
3,0,female,25,8,Q
3,0,male,40,16,Q
3,0,female,32,16,Q
3,0,male,21,16,S
3,1,female,22,8,Q
3,0,female,20,8,S
3,0,male,29,7,S
3,0,male,22,7,S
3,0,male,22,8,S
3,0,female,18,7,Q
3,1,male,21,8,Q
3,0,male,19,7,Q
3,0,female,18,8,Q
3,0,female,21,9,S
3,0,female,30,9,S
3,0,male,18,9,S
3,0,male,38,9,S
3,0,male,17,9,S
3,0,female,21,8,Q
3,0,male,21,8,Q
3,0,male,21,8,S
3,0,male,25,14,C
3,0,female,25,14,C
3,0,male,28,8,S
3,0,male,24,8,S
3,1,female,16,8,Q
3,0,female,37,8,Q
3,0,male,28,7,S
3,0,male,24,8,S
3,0,male,21,8,Q
3,0,male,29,8,S
3,0,male,26,14,C
3,0,male,18,14,C
3,0,male,20,7,S
3,1,male,18,8,S
3,0,male,24,7,Q
3,0,male,36,7,S
3,0,male,24,7,S
3,0,male,31,8,Q
3,0,male,31,8,Q
3,1,female,22,8,Q
3,0,female,30,8,Q
3,0,male,70,8,Q
3,0,male,43,8,S
3,0,male,35,8,S
3,0,male,27,8,S
3,0,male,19,8,S
3,0,male,30,8,S
3,1,male,9,16,S
3,1,male,3,16,S
3,1,female,36,16,S
3,0,male,59,7,S
3,0,male,19,8,S
3,1,female,17,16,S
3,0,male,44,16,S
3,0,male,22,7,C
3,1,male,45,8,S
3,0,female,22,11,S
3,0,male,19,10,S
3,1,female,30,7,Q
3,1,male,29,8,Q
3,0,male,1,14,S
3,0,male,34,14,S
3,0,female,28,14,S
3,0,male,25,8,S
3,0,male,24,24,S
3,0,male,21,24,S
3,0,male,17,8,S
3,0,male,25,16,S
3,1,female,25,16,S
3,1,male,36,17,S
3,1,female,36,17,S
3,1,male,30,10,S
3,0,male,16,10,S
3,1,male,1,21,S
3,1,female,1,21,S
3,0,male,26,21,S
3,1,female,33,21,S
3,0,male,25,8,S
3,0,male,36,7,S
3,1,female,19,8,Q
3,0,male,17,8,S
3,0,male,42,9,S
3,0,male,43,8,S
3,0,male,32,8,Q
3,1,male,19,8,S
3,1,female,30,12,S
3,0,female,24,8,Q
3,1,female,23,8,S
3,0,male,33,8,C
3,0,male,65,8,Q
3,1,male,24,8,S
3,0,male,23,14,S
3,1,female,22,14,S
3,0,male,18,8,S
3,0,male,16,8,S
3,0,male,45,7,S
3,0,male,39,7,C
3,0,male,17,7,C
3,0,male,15,7,C
3,0,male,47,7,S
3,1,female,5,12,S
3,0,male,40,15,S
3,0,male,40,8,Q
3,1,male,25,7,S
3,0,male,18,8,S
3,0,male,25,8,Q
3,0,male,25,7,Q
3,0,male,26,8,Q
3,1,male,25,56,S
3,0,female,21,34,S
3,0,female,9,34,S
3,0,male,25,8,S
3,0,male,18,34,S
3,0,male,16,34,S
3,0,female,48,34,S
3,0,male,25,7,S
3,0,male,25,8,Q
3,0,male,25,14,S
3,0,male,25,8,C
3,1,female,16,8,Q
3,1,female,25,8,Q
3,1,male,9,21,S
3,0,male,33,21,S
3,0,male,41,8,S
3,1,female,31,21,S
3,0,male,38,7,S
3,0,male,9,47,S
3,0,male,1,47,S
3,0,male,11,47,S
3,0,female,10,47,S
3,0,female,16,47,S
3,0,male,14,47,S
3,0,male,40,47,S
3,0,female,43,47,S
3,0,male,51,8,S
3,0,male,32,8,S
3,0,male,20,10,S
3,0,male,37,8,S
3,0,male,28,8,S
3,0,male,19,8,S
3,0,female,24,9,S
3,0,female,17,8,Q
3,0,male,25,20,S
3,0,male,28,16,S
3,1,female,24,16,S
3,0,male,20,10,S
3,0,male,24,7,C
3,0,male,41,14,S
3,0,male,26,8,S
3,0,male,21,8,S
3,1,female,45,14,S
3,0,female,25,8,S
3,0,male,25,7,S
3,0,male,25,7,Q
3,0,male,11,19,C
3,1,male,27,7,S
3,0,female,18,7,Q
3,1,female,26,8,S
3,0,female,23,8,S
3,1,female,22,9,S
3,0,male,28,8,S
3,0,female,28,8,S
3,1,female,2,12,S
3,1,female,22,12,S
3,0,male,43,6,S
3,0,male,28,23,S
3,1,female,27,8,S
3,1,female,25,8,S
3,0,male,42,8,S
3,1,male,25,8,S
3,0,male,30,7,C
3,0,female,27,8,S
3,0,female,25,8,S
3,1,male,29,8,C
3,1,male,21,8,S
3,0,male,25,7,S
3,0,male,48,8,S
3,0,male,17,7,S
3,1,male,25,8,S
3,0,male,34,6,S
3,1,male,26,8,S
3,0,male,33,9,S
3,0,male,31,8,S
3,0,male,29,8,S
3,1,male,4,11,S
3,1,female,1,11,S
3,0,male,49,0,S
3,0,male,33,8,S
3,0,male,19,0,S
3,1,female,27,11,S
3,0,male,25,23,S
3,0,female,25,23,S
3,0,male,23,8,S
3,1,male,32,8,S
3,0,male,27,8,S
3,0,female,20,10,S
3,0,female,21,10,S
3,1,male,32,8,S
3,0,male,17,7,S
3,0,male,21,8,S
3,0,male,30,8,S
3,0,male,33,8,S
3,0,male,22,8,S
3,1,female,4,13,C
3,1,male,39,13,C
3,0,male,18,7,C
3,0,male,34,8,Q
3,0,male,44,8,S
3,1,male,25,8,Q
3,0,male,25,14,C
3,0,female,25,14,C
3,0,male,25,8,Q
3,0,female,22,9,S
3,0,male,26,9,S
3,1,female,4,22,S
3,1,male,29,22,S
3,1,female,26,22,S
3,0,female,1,12,S
3,0,male,18,8,S
3,0,female,36,12,S
3,1,male,25,7,C
3,0,female,37,10,S
3,0,male,25,56,S
3,1,female,22,7,S
3,1,male,26,56,S
3,0,male,29,9,S
3,0,male,29,8,S
3,0,male,22,8,S
3,1,male,22,7,C
3,0,male,25,25,S
3,0,female,25,25,S
3,0,male,32,8,S
3,0,male,34,6,C
3,0,female,25,16,Q
3,0,male,25,16,Q
3,0,male,36,0,S
3,0,male,39,24,S
3,0,male,24,10,S
3,0,female,25,8,S
3,0,female,45,8,S
3,0,male,36,16,S
3,0,female,30,16,S
3,0,male,25,8,Q
3,0,male,28,56,S
3,0,male,25,8,S
3,0,male,30,16,S
3,0,female,26,16,S
3,0,male,25,8,S
3,0,male,20,7,S
3,1,male,27,9,S
3,0,male,51,7,S
3,1,female,23,8,S
3,1,male,32,8,S
3,1,male,24,7,S
3,0,male,22,7,S
3,0,female,25,8,Q
3,0,male,29,8,S
3,1,male,25,7,C
3,0,female,30,8,Q
3,1,female,25,8,Q
3,0,male,35,8,C
3,0,male,33,8,S
3,1,female,25,7,C
3,1,female,25,23,Q
3,1,male,25,23,Q
3,1,female,25,8,Q
3,1,female,25,8,Q
3,1,female,15,8,Q
3,0,female,35,8,Q
3,0,male,24,16,S
3,0,female,19,16,S
3,0,female,25,8,S
3,0,male,56,8,S
3,1,male,21,8,S
3,0,male,24,8,S
3,0,male,21,8,S
3,0,male,25,8,S
3,1,male,6,12,S
3,1,female,27,12,S
3,1,female,25,24,Q
3,0,male,25,24,Q
3,0,male,25,8,Q
3,0,male,34,8,S
3,1,male,25,8,S
3,1,male,25,15,C
3,1,female,25,15,C
3,1,female,25,7,C
3,1,female,25,8,Q
3,1,female,24,8,Q
3,1,female,25,16,Q
3,0,male,22,8,S
3,1,female,15,7,C
3,1,female,1,16,C
3,1,male,20,16,C
3,1,female,19,16,C
3,0,male,33,8,S
3,1,male,12,11,C
3,1,female,14,11,C
3,0,female,29,8,S
3,0,male,28,8,S
3,1,female,18,8,S
3,1,female,26,8,S
3,0,male,41,7,S
3,1,male,39,8,S
3,0,male,21,8,S
3,0,male,28,7,C
3,1,female,22,8,S
3,0,male,61,6,S
3,0,male,25,8,Q
3,0,male,25,8,Q
3,0,male,23,9,S
3,1,female,22,8,S
3,1,female,25,8,Q
3,1,male,9,3,S
3,0,male,42,8,S
3,0,male,25,7,S
3,0,female,31,8,S
3,0,male,28,8,S
3,1,male,32,8,S
3,0,male,20,9,S
3,0,female,23,9,S
3,0,female,20,9,S
3,0,male,20,9,S
3,0,male,16,9,S
3,1,female,31,9,S
3,0,female,25,8,Q
3,0,male,2,21,S
3,0,male,6,21,S
3,0,female,3,21,S
3,0,female,8,21,S
3,0,female,29,21,S
3,0,male,1,40,S
3,0,male,7,40,S
3,0,male,2,40,S
3,0,male,16,40,S
3,0,male,14,40,S
3,0,female,41,40,S
3,0,male,21,9,S
3,0,male,19,14,S
3,0,male,25,9,C
3,0,male,32,8,S
3,0,male,1,14,S
3,0,female,3,14,S
3,0,female,26,14,S
3,0,male,25,7,S
3,0,male,25,8,S
3,0,male,21,8,S
3,0,male,25,8,S
3,1,male,25,8,S
3,1,male,25,22,C
3,1,female,25,22,C
3,0,female,25,8,Q
3,0,female,28,8,S
3,0,male,25,8,S
3,0,female,18,8,S
3,1,male,32,8,S
3,0,male,24,9,S
3,0,female,25,8,S
3,0,male,38,8,S
3,0,male,10,29,Q
3,0,male,4,29,Q
3,0,male,7,29,Q
3,0,male,2,29,Q
3,0,male,8,29,Q
3,0,female,39,29,Q
3,0,female,22,40,S
3,0,male,35,7,S
3,1,female,25,8,Q
3,0,female,25,14,S
3,0,male,50,14,S
3,0,female,47,14,S
3,0,female,2,20,S
3,0,male,18,20,S
3,0,female,41,20,S
3,0,male,50,8,S
3,0,male,16,8,S
3,0,male,25,7,C
3,0,male,25,8,Q
3,0,male,25,8,S
3,0,male,38,7,S
3,0,male,25,70,S
3,0,male,14,70,S
3,0,female,25,70,S
3,0,male,24,9,S
3,1,female,21,8,S
3,0,male,39,8,S
3,0,male,25,22,C
3,1,female,1,17,S
3,1,female,24,17,S
3,1,female,4,17,S
3,1,male,25,10,S
3,0,male,20,8,S
3,0,male,24,8,S
3,0,male,25,8,Q
3,1,male,29,10,S
3,0,male,25,15,S
3,1,female,25,8,Q
3,0,male,22,7,C
3,0,male,40,8,S
3,1,female,18,7,S
3,0,male,4,28,S
3,0,male,10,28,S
3,0,female,9,28,S
3,0,female,2,28,S
3,0,male,40,28,S
3,0,female,45,28,S
3,0,male,25,9,S
3,0,male,19,8,S
3,0,male,32,8,S
3,0,male,33,9,C
3,1,female,23,8,S
3,0,male,60,13,S
3,0,female,22,10,S
3,1,male,31,8,S
3,0,male,27,9,S
3,0,female,2,10,S
3,0,female,29,10,S
3,1,male,16,8,S
3,1,male,44,8,S
3,0,male,74,8,S
3,1,male,14,9,S
3,0,male,24,8,S
3,1,male,25,8,S
3,1,male,1,9,C
3,0,male,25,6,C
3,1,female,16,9,C
3,0,male,30,8,S
3,1,male,25,0,S
3,1,male,7,15,C
3,1,female,9,15,C
3,1,female,29,15,C
3,0,male,36,8,S
3,1,female,18,10,S
3,1,female,63,10,S
3,0,male,12,14,S
3,0,male,40,14,S
3,0,female,10,24,S
3,0,male,36,24,S
3,0,female,30,24,S
3,0,male,25,10,S
3,0,male,33,10,S
3,0,male,28,10,S
3,0,male,47,9,S
3,0,female,18,18,S
3,0,male,31,18,S
3,0,male,16,18,S
3,0,female,31,18,S
3,0,female,14,8,S
3,0,male,22,9,S
3,0,male,32,10,S
3,1,female,38,7,C
3,0,male,51,8,S
3,0,male,18,6,S
3,0,male,21,6,S
3,1,female,47,7,S
3,0,male,25,9,S
3,0,male,28,16,S
3,0,male,21,7,S
3,0,male,36,10,S
3,0,male,27,14,C
3,1,female,15,14,C
3,0,male,46,7,C
3,0,female,14,14,C
3,0,male,26,7,C
3,0,male,27,7,C
3,0,male,29,8,S
